lat,lon,froce_cyclone,ventricité
-40.1875,-29.6875,2.934519202821703e-07,-7.566344585768821e-06
26.6875,151.5625,2.549313135508986e-07,1.164886816238009e-05
-47.8125,-12.6875,4.1759464529440106e-07,-1.2325283340319555e-05
-30.5625,49.3125,3.321502364100957e-07,-1.1408022291871755e-05
-35.6875,36.5625,9.318285394176746e-07,-2.4923755486078534e-05
37.8125,171.5625,4.367318964557004e-07,1.3812067207474148e-05
-61.9375,-104.4375,3.0658443445312575e-07,-1.249243896466674e-05
-53.9375,125.1875,1.5545964870846403e-07,-1.8244690986181952e-05
-61.3125,142.0625,2.8340439440540507e-07,-9.246937132984551e-06
-25.8125,86.0625,1.4437886110103456e-07,-1.1180490206353255e-05
53.8125,162.8125,7.471523651465942e-07,1.7887353766670712e-05
-46.3125,62.6875,6.015745945523718e-07,-1.984706801192646e-05
38.8125,-31.9375,7.227824469248169e-07,1.942108529797803e-05
49.9375,158.4375,2.830892277759481e-07,1.1820772632445865e-05
21.0625,162.4375,5.859924864860815e-08,1.0926534505320133e-05
37.3125,-72.5625,7.59443654153816e-07,3.382276351587355e-05
-25.1875,-176.4375,1.5429239970156285e-07,-1.539988235817565e-05
-57.1875,-62.4375,7.767144261212728e-07,-2.6918801456043867e-05
30.0625,163.4375,1.4073872563907006e-07,5.414283555945423e-06
-52.9375,-116.5625,3.3404621234992453e-07,-2.26897896518735e-05
22.3125,158.3125,1.2929468615379158e-07,1.575714592638845e-05
-52.1875,102.6875,4.7405754613765544e-07,-1.6375941062207562e-05
-40.6875,10.5625,6.266060305290426e-07,-5.291031769309205e-05
22.9375,126.0625,9.712676946093944e-08,1.6186330183234284e-05
-53.5625,105.3125,2.043410849569252e-07,-2.2730493561812305e-05
-58.8125,159.4375,3.9338346906211576e-07,-1.6497059279697722e-05
-62.0625,126.4375,2.981108041064931e-07,-1.3867784057287402e-05
-22.3125,62.8125,1.5657327602555186e-07,-1.1031412800403652e-05
-56.5625,26.8125,4.255917671194479e-07,-1.0246713579601492e-05
24.4375,171.0625,2.799594786000233e-07,1.8700029413773948e-05
-57.3125,165.9375,5.481097696656613e-07,-1.8243944968166547e-05
13.8125,-65.0625,3.3232026833621545e-07,3.6527665245677356e-05
-49.5625,-22.0625,3.850780099026794e-07,-1.691938447598217e-05
-48.6875,-47.5625,5.441733586900542e-07,-1.8866917528299024e-05
21.9375,-109.6875,2.3175127010438492e-07,1.9237368291652775e-05
-29.6875,164.0625,1.810593762436787e-07,-2.1395454947100735e-05
-57.9375,87.8125,1.341349969019931e-07,-1.6198832234461978e-05
70.3125,3.8125,3.2754819675502506e-07,1.1263638768113389e-05
-54.3125,107.4375,2.392934416167035e-07,-1.529960719830756e-05
-50.8125,154.6875,7.455609531372272e-07,-1.9562593946733864e-05
34.5625,-124.9375,3.3600351988661003e-07,1.1011851712364827e-05
-62.1875,30.6875,3.102299350298302e-07,-1.0138037529727234e-05
