lat,lon,froce_cyclone,ventricité
9.1875,-97.1875,9.138445985522625e-08,-1.2203280422580246e-05
-52.0625,124.5625,4.505167444145837e-07,1.6207348823744692e-05
-27.0625,97.5625,1.4846351150363258e-07,1.1089021496651097e-05
-27.1875,156.6875,1.1682012507212529e-07,2.6131573778846465e-05
-27.8125,113.0625,3.212088207723933e-07,1.690688738407109e-05
15.5625,53.6875,8.598085376024075e-08,-1.0703246014532858e-05
-51.8125,-142.5625,4.972771042959955e-07,1.1594604633245958e-05
-50.6875,29.8125,6.381464363990113e-08,1.4119681690519752e-05
-42.9375,81.3125,1.0554145101353392e-07,1.0736642862877549e-05
-58.8125,-85.9375,4.1501019599467553e-07,2.0298335202092816e-05
-31.5625,103.1875,7.313350291100354e-07,2.2787510892081648e-05
-50.8125,141.9375,1.6896348111406993e-07,1.1133383765161281e-05
-26.3125,-165.8125,7.058218829513894e-08,9.433889141838677e-06
-55.9375,31.0625,2.89871256105643e-07,1.6454983091690352e-05
-10.5625,45.0625,1.4048463286163812e-07,1.2419835433678243e-05
-27.0625,-3.6875,2.418292273561868e-07,1.0976632851369441e-05
17.4375,140.8125,1.8081488525069812e-07,-1.3222400447729213e-05
11.0625,-101.0625,1.4696424061518226e-07,-1.3049121564230724e-05
10.9375,-57.3125,5.2547164096894984e-08,-6.677952064304947e-06
-36.6875,41.8125,1.2020045774738256e-07,1.098034309194479e-05
-58.8125,164.1875,6.939343450827491e-07,1.717741990127697e-05
49.0625,163.5625,3.1792049929129234e-07,-1.143202176321918e-05
14.6875,138.1875,7.282971848373972e-08,-7.786987802090178e-06
-26.8125,93.3125,1.0705682877462561e-07,9.77951008355433e-06
-29.0625,169.4375,7.087096201303853e-08,6.641567133433264e-06
-14.3125,42.6875,1.0359845534234113e-07,1.1960452528447625e-05
-41.1875,78.4375,5.450123264246667e-07,1.3547934976888223e-05
-34.5625,-48.9375,3.173132005362253e-07,1.0692790772731478e-05
-35.4375,117.0625,4.352933847628793e-07,1.2122950280429104e-05
-42.5625,135.6875,2.3468528855786927e-07,1.6480527682559606e-05
-53.3125,-151.5625,2.962043042695401e-07,1.369337752308789e-05
-26.0625,107.0625,1.0836444055414039e-07,1.070647976460556e-05
48.9375,158.1875,6.551852586508268e-08,-2.4731940873257672e-05
-52.6875,82.6875,4.683097311809607e-07,2.8363413866801804e-05
-48.9375,88.9375,6.19496181791258e-07,1.5336450312089873e-05
-59.9375,169.9375,4.331388404041351e-07,4.2187272688997625e-05
-16.9375,121.3125,3.042356867464756e-07,1.491883850703345e-05
-30.6875,171.1875,2.0712524693843872e-07,8.033600618136958e-06
41.0625,174.6875,2.3266737331592678e-07,-1.260761588613777e-05
50.9375,173.5625,4.0532202541039734e-08,-8.274545068026652e-06
18.6875,135.0625,4.5564599833025635e-08,-1.512894666805045e-05
-52.3125,133.9375,4.1458782028987923e-07,1.5828999955144862e-05
-33.4375,-168.8125,1.307879697322587e-07,7.804146309353754e-06
-44.8125,91.8125,4.272950638667568e-07,1.2365513272425228e-05
-50.5625,150.9375,2.710344707796372e-07,1.163083510898287e-05
-27.1875,-7.1875,1.6933371420854554e-07,7.463481787686697e-06
34.5625,-43.8125,2.2164667824355815e-07,-1.721747445637842e-05
41.5625,-34.8125,4.609403008111893e-07,-1.5718482325560453e-05
-51.6875,-21.8125,3.0795551200065887e-07,1.0831022940148354e-05
-45.8125,57.8125,4.16485975478975e-07,1.0175479808858885e-05
13.6875,126.5625,1.1534744988292066e-07,-1.018811578148908e-05
-8.9375,166.6875,3.583067692748264e-08,6.380007161542765e-06
-38.5625,-54.4375,4.185958545918053e-07,2.6031881349244327e-05
-49.0625,77.6875,2.856873146020355e-07,2.203944791333569e-05
-35.1875,45.8125,4.882980527927458e-07,1.3802120971263728e-05
15.3125,133.6875,9.444435367286886e-08,-1.437424753588955e-05
-47.9375,111.8125,2.788895567556391e-07,1.660908238569558e-05
14.4375,56.1875,9.415591151470524e-08,-1.159280583306539e-05
-53.8125,29.8125,2.3285327312012427e-07,3.0184383280595102e-05
-9.0625,99.6875,7.285640473004903e-09,6.421645296684682e-06
-31.6875,166.8125,5.517556287022789e-07,1.5930441528328627e-05
19.9375,152.9375,6.834799092070678e-08,-6.527463718143938e-06
-53.1875,-27.1875,5.57888044786986e-07,1.7555011345992194e-05
10.9375,142.5625,4.924318432791493e-08,-5.15352240038575e-06
18.0625,112.6875,1.4663464478305075e-07,-1.923562986247292e-05
13.4375,133.6875,1.5224281487258805e-08,-7.45723078533625e-06
-43.4375,26.5625,4.58083485269366e-07,1.8701717818139146e-05
-36.4375,122.5625,1.9126697104488863e-07,1.2042591902653448e-05
58.6875,-147.0625,1.4708733722757365e-06,-3.388980810673891e-05
-32.8125,14.0625,3.61937631808688e-07,1.632109390280029e-05
25.6875,176.9375,3.61601074167843e-07,-1.6882896281560897e-05
-51.4375,-165.1875,4.5402898812320955e-07,1.391177281778738e-05
15.0625,131.3125,1.6746932237272423e-07,-1.4748163236661145e-05
-71.0625,-37.8125,3.3860914693444755e-07,8.905370090585031e-06
-50.8125,96.0625,7.373667309749812e-07,2.7923068264585066e-05
-32.5625,-23.5625,1.8880379867903546e-07,6.950375769130819e-06
